Address,City,State,Zipcode,Price,Bedrooms,Bathrooms,Living Area,Lot Area,Type
535 Example St,Houston,TX,77000,178000,3,2.5,1414,0.2078971533516988,SINGLE_FAMILY
536 Example St,Houston,TX,77000,107500,3,1.0,1347,0.16069788797061524,MULTI_FAMILY
537 Example St,Houston,TX,77000,188000,3,2.5,1724,0.2048668503213958,SINGLE_FAMILY
538 Example St,Houston,TX,77000,111250,3,1.0,864,0.29235537190082644,SINGLE_FAMILY
539 Example St,Houston,TX,77000,158000,3,1.5,1159,0.2652203856749311,SINGLE_FAMILY
540 Example St,Houston,TX,77000,272000,3,2.0,1601,0.2622359963269054,SINGLE_FAMILY
541 Example St,Houston,TX,77000,315000,2,2.0,1838,0.3351928374655647,SINGLE_FAMILY
542 Example St,Houston,TX,77000,248000,4,2.5,2285,0.25252525252525254,SINGLE_FAMILY
543 Example St,Houston,TX,77000,213250,3,2.0,1680,0.2327823691460055,SINGLE_FAMILY
544 Example St,Houston,TX,77000,133000,1,1.0,767,0.09315886134067952,TOWNHOUSE
545 Example St,Houston,TX,77000,179665,3,2.5,1496,0.392653810835629,SINGLE_FAMILY
546 Example St,Houston,TX,77000,229000,4,2.5,2183,0.317653810835629,SINGLE_FAMILY
547 Example St,Houston,TX,77000,210000,3,1.5,1635,0.2005739210284665,SINGLE_FAMILY
548 Example St,Houston,TX,77000,129500,2,1.0,768,0.16629935720844813,SINGLE_FAMILY
549 Example St,Houston,TX,77000,125000,2,1.0,825,0.1890495867768595,SINGLE_FAMILY
550 Example St,Houston,TX,77000,263000,4,2.5,2094,0.21522038567493113,SINGLE_FAMILY
551 Example St,Houston,TX,77000,140000,2,2.0,1069,0.09281450872359963,TOWNHOUSE
552 Example St,Houston,TX,77000,112500,3,1.0,928,0.13774104683195593,SINGLE_FAMILY
553 Example St,Houston,TX,77000,255500,3,2.0,1717,0.2558769513314968,SINGLE_FAMILY
554 Example St,Houston,TX,77000,108000,2,2.0,1126,0.20149219467401286,SINGLE_FAMILY
555 Example St,Houston,TX,77000,284000,3,2.5,2046,0.24391643709825528,SINGLE_FAMILY
556 Example St,Houston,TX,77000,113000,2,1.0,1048,0.14646464646464646,SINGLE_FAMILY
557 Example St,Houston,TX,77000,141000,2,1.0,1092,0.3409090909090909,SINGLE_FAMILY
558 Example St,Houston,TX,77000,108000,3,1.5,1336,0.2534435261707989,SINGLE_FAMILY
559 Example St,Houston,TX,77000,175000,3,2.5,1446,0.5021120293847566,SINGLE_FAMILY
560 Example St,Houston,TX,77000,234000,2,2.0,1557,0.07337006427915518,TOWNHOUSE
561 Example St,Houston,TX,77000,121500,3,1.5,1392,0.26035353535353534,SINGLE_FAMILY
562 Example St,Houston,TX,77000,170000,2,1.0,1389,0.2297979797979798,SINGLE_FAMILY
563 Example St,Houston,TX,77000,108000,3,1.0,996,0.31926078971533517,SINGLE_FAMILY
564 Example St,Houston,TX,77000,185000,4,2.0,1674,0.5,SINGLE_FAMILY
565 Example St,Houston,TX,77000,268000,4,2.5,2295,0.3063820018365473,SINGLE_FAMILY
566 Example St,Houston,TX,77000,128000,4,1.5,1647,0.1574380165289256,SINGLE_FAMILY
567 Example St,Houston,TX,77000,325000,4,2.5,2504,0.25707070707070706,SINGLE_FAMILY
568 Example St,Houston,TX,77000,214000,3,2.0,1535,0.23349403122130394,SINGLE_FAMILY
569 Example St,Houston,TX,77000,316600,1,1.5,2132,0.28298898071625345,SINGLE_FAMILY
570 Example St,Houston,TX,77000,135960,2,1.0,943,0.16143250688705235,MULTI_FAMILY
571 Example St,Houston,TX,77000,142600,6,2.0,1728,0.3007575757575758,MULTI_FAMILY
572 Example St,Houston,TX,77000,120000,2,1.0,864,0.16831955922865013,SINGLE_FAMILY
573 Example St,Houston,TX,77000,224500,3,2.5,1692,0.302089072543618,SINGLE_FAMILY
574 Example St,Houston,TX,77000,170000,3,2.5,1430,0.22881083562901744,SINGLE_FAMILY
575 Example St,Houston,TX,77000,139000,3,1.0,1109,0.24104683195592286,SINGLE_FAMILY
576 Example St,Houston,TX,77000,118500,2,1.0,1216,0.19467401285583102,SINGLE_FAMILY
577 Example St,Houston,TX,77000,145000,3,2.0,1477,0.14444444444444443,SINGLE_FAMILY
578 Example St,Houston,TX,77000,164500,3,1.0,1320,0.2703627180899908,SINGLE_FAMILY
579 Example St,Houston,TX,77000,146000,2,2.0,1392,0.0827364554637282,TOWNHOUSE
580 Example St,Houston,TX,77000,131500,4,2.0,1795,0.27892561983471076,SINGLE_FAMILY
581 Example St,Houston,TX,77000,181900,3,1.0,1429,0.33482552800734616,SINGLE_FAMILY
582 Example St,Houston,TX,77000,253293,3,2.5,2042,0.291643709825528,SINGLE_FAMILY
583 Example St,Houston,TX,77000,118500,3,1.0,816,0.271831955922865,MULTI_FAMILY
584 Example St,Houston,TX,77000,325000,3,3.5,2775,0.30991735537190085,SINGLE_FAMILY
585 Example St,Houston,TX,77000,133000,3,1.0,1573,0.14049586776859505,SINGLE_FAMILY
586 Example St,Houston,TX,77000,369900,2,2.0,2028,0.26269513314967863,SINGLE_FAMILY
587 Example St,Houston,TX,77000,130000,2,1.0,838,0.23569788797061525,SINGLE_FAMILY
588 Example St,Houston,TX,77000,137000,2,1.0,860,0.20064279155188247,SINGLE_FAMILY
589 Example St,Houston,TX,77000,143000,1,1.0,1473,0.5761019283746557,SINGLE_FAMILY
590 Example St,Houston,TX,77000,79500,2,1.0,935,0.20890725436179983,SINGLE_FAMILY
591 Example St,Houston,TX,77000,185900,3,2.5,1582,0.19100091827364554,SINGLE_FAMILY
592 Example St,Houston,TX,77000,451950,3,2.5,2296,0.30941230486685034,SINGLE_FAMILY
593 Example St,Houston,TX,77000,138000,2,1.0,816,0.15151515151515152,SINGLE_FAMILY
594 Example St,Houston,TX,77000,140000,1,1.0,848,0.10181359044995408,TOWNHOUSE
595 Example St,Houston,TX,77000,110000,3,1.0,924,0.18342516069788797,SINGLE_FAMILY
596 Example St,Houston,TX,77000,319000,3,2.0,1826,0.25945821854912765,SINGLE_FAMILY
597 Example St,Houston,TX,77000,114504,3,1.0,1368,0.08264462809917356,SINGLE_FAMILY
598 Example St,Houston,TX,77000,194201,2,1.0,1402,0.09003673094582186,TOWNHOUSE
599 Example St,Houston,TX,77000,217500,3,2.0,1647,0.2980716253443526,SINGLE_FAMILY
600 Example St,Houston,TX,77000,151000,3,2.5,1556,0.044765840220385676,TOWNHOUSE
601 Example St,Houston,TX,77000,275000,3,2.5,1904,0.2508494031221304,SINGLE_FAMILY
602 Example St,Houston,TX,77000,141000,3,1.5,1375,0.2066115702479339,SINGLE_FAMILY
603 Example St,Houston,TX,77000,220000,3,2.5,1915,0.23050964187327824,SINGLE_FAMILY
604 Example St,Houston,TX,77000,151000,2,2.5,1200,0.07304866850321395,TOWNHOUSE
605 Example St,Houston,TX,77000,221000,3,2.0,1494,0.29391643709825527,SINGLE_FAMILY
606 Example St,Houston,TX,77000,205000,3,2.5,1986,0.3122130394857668,SINGLE_FAMILY
607 Example St,Houston,TX,77000,152000,3,1.0,1040,0.28613406795224977,SINGLE_FAMILY
608 Example St,Houston,TX,77000,225000,3,3.0,2008,0.1790633608815427,SINGLE_FAMILY
609 Example St,Houston,TX,77000,359100,4,2.5,3194,0.2793388429752066,SINGLE_FAMILY
610 Example St,Houston,TX,77000,118500,3,1.0,1029,0.18234618916437098,SINGLE_FAMILY
611 Example St,Houston,TX,77000,313000,3,2.5,2153,0.2536730945821855,SINGLE_FAMILY
612 Example St,Houston,TX,77000,148000,3,2.0,1032,0.23863636363636365,SINGLE_FAMILY
613 Example St,Houston,TX,77000,261500,3,2.5,1872,0.27284205693296604,SINGLE_FAMILY
614 Example St,Houston,TX,77000,147000,3,1.0,1120,0.19288337924701562,SINGLE_FAMILY
615 Example St,Houston,TX,77000,75500,1,1.0,630,0.03422865013774105,TOWNHOUSE
616 Example St,Houston,TX,77000,137500,3,1.0,1054,0.20202020202020202,SINGLE_FAMILY
617 Example St,Houston,TX,77000,183200,3,2.5,1509,0.18046372819100093,SINGLE_FAMILY
618 Example St,Houston,TX,77000,105500,2,1.0,832,0.16590909090909092,SINGLE_FAMILY
619 Example St,Houston,TX,77000,314813,3,2.0,1828,0.2684573002754821,SINGLE_FAMILY
620 Example St,Houston,TX,77000,305000,4,2.5,2262,0.28108356290174474,SINGLE_FAMILY
621 Example St,Houston,TX,77000,67000,2,1.0,864,0.18934802571166207,SINGLE_FAMILY
622 Example St,Houston,TX,77000,240000,4,2.5,2614,0.24793388429752067,SINGLE_FAMILY
623 Example St,Houston,TX,77000,135000,3,1.0,980,0.16216712580348944,SINGLE_FAMILY
624 Example St,Houston,TX,77000,168500,2,2.5,1512,0.04859963269054178,TOWNHOUSE
625 Example St,Houston,TX,77000,165150,4,2.0,1790,0.23875114784205692,SINGLE_FAMILY
626 Example St,Houston,TX,77000,160000,3,1.5,1116,0.2295684113865932,SINGLE_FAMILY
627 Example St,Houston,TX,77000,139900,3,1.0,1422,0.2833333333333333,SINGLE_FAMILY
628 Example St,Houston,TX,77000,153000,3,1.0,1520,0.22038567493112948,SINGLE_FAMILY
629 Example St,Houston,TX,77000,135000,5,2.0,2080,0.26643709825528006,SINGLE_FAMILY
630 Example St,Houston,TX,77000,168500,3,1.5,1350,0.20707070707070707,SINGLE_FAMILY
631 Example St,Houston,TX,77000,124000,3,1.0,1750,0.2066115702479339,SINGLE_FAMILY
632 Example St,Houston,TX,77000,209500,2,2.0,1554,0.10537190082644628,TOWNHOUSE
633 Example St,Houston,TX,77000,82500,3,2.0,1411,0.2731864095500459,SINGLE_FAMILY
634 Example St,Houston,TX,77000,139400,3,1.0,1056,0.2123507805325987,SINGLE_FAMILY
635 Example St,Houston,TX,77000,144000,0,0.0,1056,0.1602157943067034,MULTI_FAMILY
636 Example St,Houston,TX,77000,200000,8,2.0,3395,0.25013774104683195,MULTI_FAMILY
637 Example St,Houston,TX,77000,60000,1,1.0,800,0.14049586776859505,SINGLE_FAMILY
638 Example St,Houston,TX,77000,93000,3,2.0,1387,0.13774104683195593,MULTI_FAMILY
639 Example St,Houston,TX,77000,85000,2,1.0,796,0.20149219467401286,SINGLE_FAMILY
640 Example St,Houston,TX,77000,264561,1,2.0,1567,0.09141414141414142,TOWNHOUSE
641 Example St,Houston,TX,77000,274000,1,1.5,1518,0.2910238751147842,TOWNHOUSE
642 Example St,Houston,TX,77000,226000,3,2.5,1929,0.1618457300275482,SINGLE_FAMILY
643 Example St,Houston,TX,77000,345000,4,2.5,2704,0.3181818181818182,SINGLE_FAMILY
644 Example St,Houston,TX,77000,152000,4,2.5,1620,0.24777318640955004,SINGLE_FAMILY
645 Example St,Houston,TX,77000,370878,2,2.5,1766,0.21090449954086318,SINGLE_FAMILY
646 Example St,Houston,TX,77000,143250,3,1.5,981,0.24173553719008264,SINGLE_FAMILY
647 Example St,Houston,TX,77000,98300,3,1.0,1048,0.1652892561983471,SINGLE_FAMILY
648 Example St,Houston,TX,77000,155000,3,1.0,1094,0.23994490358126722,SINGLE_FAMILY
649 Example St,Houston,TX,77000,155000,4,1.5,1839,0.17676767676767677,SINGLE_FAMILY
650 Example St,Houston,TX,77000,84500,1,1.0,630,0.044444444444444446,TOWNHOUSE
651 Example St,Houston,TX,77000,205950,3,2.5,1665,0.18652433425160697,SINGLE_FAMILY
652 Example St,Houston,TX,77000,108000,4,1.0,1510,0.20853994490358127,SINGLE_FAMILY
653 Example St,Houston,TX,77000,191000,2,2.5,1716,0.20087235996326905,SINGLE_FAMILY
654 Example St,Houston,TX,77000,135000,3,1.0,1469,0.2369146005509642,SINGLE_FAMILY
655 Example St,Houston,TX,77000,350000,2,2.5,2113,0.23960055096418734,SINGLE_FAMILY
656 Example St,Houston,TX,77000,88000,3,1.5,1092,0.03856749311294766,TOWNHOUSE
657 Example St,Houston,TX,77000,145500,3,1.5,1053,0.22972910927456383,SINGLE_FAMILY
658 Example St,Houston,TX,77000,149000,3,1.5,1502,0.1652892561983471,SINGLE_FAMILY
659 Example St,Houston,TX,77000,97500,3,1.0,1458,0.4018135904499541,SINGLE_FAMILY
660 Example St,Houston,TX,77000,167000,3,1.0,1486,0.22812213039485768,SINGLE_FAMILY
661 Example St,Houston,TX,77000,197900,3,2.5,1935,0.28429752066115704,SINGLE_FAMILY
662 Example St,Houston,TX,77000,402000,4,2.5,2448,1.0695362718089991,SINGLE_FAMILY
663 Example St,Houston,TX,77000,110000,2,1.0,1392,0.31129476584022037,SINGLE_FAMILY
664 Example St,Houston,TX,77000,137500,3,2.0,1181,0.2298438934802571,SINGLE_FAMILY
665 Example St,Houston,TX,77000,423000,1,1.5,2097,0.4797061524334252,SINGLE_FAMILY
666 Example St,Houston,TX,77000,230500,3,2.5,1936,0.2569788797061524,SINGLE_FAMILY
667 Example St,Houston,TX,77000,129000,3,2.5,2380,0.42355371900826444,SINGLE_FAMILY
668 Example St,Houston,TX,77000,193500,3,2.0,1679,0.18652433425160697,SINGLE_FAMILY
669 Example St,Houston,TX,77000,168000,3,1.5,1437,0.32541322314049587,SINGLE_FAMILY
670 Example St,Houston,TX,77000,137500,2,1.0,1180,0.2662993572084481,SINGLE_FAMILY
671 Example St,Houston,TX,77000,173500,3,2.5,1476,0.1981864095500459,SINGLE_FAMILY
672 Example St,Houston,TX,77000,103600,3,2.0,1369,0.15218089990817263,SINGLE_FAMILY
673 Example St,Houston,TX,77000,165000,3,1.5,1208,0.25826446280991733,SINGLE_FAMILY
674 Example St,Houston,TX,77000,257500,3,2.0,1839,0.3315426997245179,SINGLE_FAMILY
675 Example St,Houston,TX,77000,140000,3,1.0,1136,0.21120293847566574,SINGLE_FAMILY
676 Example St,Houston,TX,77000,148500,3,2.5,1441,0.05254820936639119,TOWNHOUSE
677 Example St,Houston,TX,77000,87000,4,2.0,1774,0.22038567493112948,SINGLE_FAMILY
678 Example St,Houston,TX,77000,109500,2,1.0,792,0.2071166207529844,SINGLE_FAMILY
679 Example St,Houston,TX,77000,372500,3,2.5,2046,0.271900826446281,SINGLE_FAMILY
680 Example St,Houston,TX,77000,128500,3,1.0,988,0.22830578512396693,SINGLE_FAMILY
681 Example St,Houston,TX,77000,143000,2,2.0,923,0.18393021120293848,TOWNHOUSE
682 Example St,Houston,TX,77000,159434,3,1.0,1520,0.10330578512396695,SINGLE_FAMILY
683 Example St,Houston,TX,77000,173000,2,1.0,1291,0.06627640036730946,SINGLE_FAMILY
684 Example St,Houston,TX,77000,285000,3,2.0,1668,0.25821854912764003,SINGLE_FAMILY
685 Example St,Houston,TX,77000,221000,4,2.5,1839,0.3849862258953168,SINGLE_FAMILY
686 Example St,Houston,TX,77000,207500,3,2.0,2090,0.11620752984389349,TOWNHOUSE
687 Example St,Houston,TX,77000,227875,3,3.0,1761,0.23432047750229568,SINGLE_FAMILY
688 Example St,Houston,TX,77000,148800,2,2.5,1102,0.11719467401285583,TOWNHOUSE
689 Example St,Houston,TX,77000,392000,2,2.0,1419,0.18569788797061523,SINGLE_FAMILY
690 Example St,Houston,TX,77000,194700,2,2.0,1362,0.17394398530762167,TOWNHOUSE
691 Example St,Houston,TX,77000,141000,1,1.0,848,0.10160697887970616,TOWNHOUSE
692 Example St,Houston,TX,77000,755000,4,3.5,4316,0.4943755739210285,SINGLE_FAMILY
693 Example St,Houston,TX,77000,335000,4,2.5,2519,0.6009641873278236,SINGLE_FAMILY
694 Example St,Houston,TX,77000,108480,2,1.0,1073,0.12396694214876033,SINGLE_FAMILY
695 Example St,Houston,TX,77000,141500,3,1.5,1539,0.14049586776859505,SINGLE_FAMILY
696 Example St,Houston,TX,77000,176000,2,2.0,1137,0.3170569329660239,SINGLE_FAMILY
697 Example St,Houston,TX,77000,89000,2,1.0,616,0.13774104683195593,SINGLE_FAMILY
698 Example St,Houston,TX,77000,123500,2,1.0,1148,0.14738292011019283,SINGLE_FAMILY
699 Example St,Houston,TX,77000,138500,3,1.0,894,0.19398530762167127,SINGLE_FAMILY
700 Example St,Houston,TX,77000,196000,2,2.0,1391,0.09830119375573922,TOWNHOUSE
701 Example St,Houston,TX,77000,312500,3,2.0,1800,0.3289944903581267,SINGLE_FAMILY
702 Example St,Houston,TX,77000,140000,3,1.5,1164,0.22038567493112948,SINGLE_FAMILY
703 Example St,Houston,TX,77000,361919,4,2.5,2576,0.2855371900826446,SINGLE_FAMILY
704 Example St,Houston,TX,77000,140000,4,2.0,1812,0.17516069788797062,MULTI_FAMILY
705 Example St,Houston,TX,77000,213000,3,2.0,1484,0.1928374655647383,SINGLE_FAMILY
706 Example St,Houston,TX,77000,55000,3,2.0,1092,0.1285583103764922,MULTI_FAMILY
707 Example St,Houston,TX,77000,302000,2,2.0,1824,2.643457300275482,SINGLE_FAMILY
708 Example St,Houston,TX,77000,254000,2,2.0,1324,0.14325068870523416,TOWNHOUSE
709 Example St,Houston,TX,77000,179540,3,2.5,1456,0.20702479338842975,SINGLE_FAMILY
710 Example St,Houston,TX,77000,109900,3,1.0,904,0.16441689623507805,SINGLE_FAMILY
711 Example St,Houston,TX,77000,52000,2,1.0,729,0.094811753902663,SINGLE_FAMILY
712 Example St,Houston,TX,77000,102776,2,1.0,1178,0.2,SINGLE_FAMILY
713 Example St,Houston,TX,77000,189000,2,2.0,1228,0.10723140495867768,TOWNHOUSE
714 Example St,Houston,TX,77000,129000,3,1.0,960,0.22665289256198348,MULTI_FAMILY
715 Example St,Houston,TX,77000,130500,3,2.5,1479,0.310307621671258,SINGLE_FAMILY
716 Example St,Houston,TX,77000,165000,3,2.0,1350,0.2327823691460055,SINGLE_FAMILY
717 Example St,Houston,TX,77000,159500,3,1.5,2554,0.24793388429752067,SINGLE_FAMILY
718 Example St,Houston,TX,77000,157000,3,1.5,1178,0.2295684113865932,SINGLE_FAMILY
719 Example St,Houston,TX,77000,341000,3,2.5,2418,0.24201101928374655,SINGLE_FAMILY
720 Example St,Houston,TX,77000,128500,3,1.5,971,0.22773186409550045,SINGLE_FAMILY
721 Example St,Houston,TX,77000,275000,2,2.0,1742,0.15066574839302113,SINGLE_FAMILY
722 Example St,Houston,TX,77000,143000,1,1.0,848,0.10160697887970616,TOWNHOUSE
723 Example St,Houston,TX,77000,124500,3,1.0,864,0.18640955004591367,SINGLE_FAMILY
724 Example St,Houston,TX,77000,135000,4,2.0,1470,0.18760330578512396,SINGLE_FAMILY
725 Example St,Houston,TX,77000,320000,3,2.0,1698,0.3050045913682277,SINGLE_FAMILY
726 Example St,Houston,TX,77000,120500,3,1.0,864,0.15977961432506887,SINGLE_FAMILY
727 Example St,Houston,TX,77000,222000,3,2.0,1680,0.49804866850321394,SINGLE_FAMILY
728 Example St,Houston,TX,77000,194500,2,2.0,1232,0.16790633608815428,SINGLE_FAMILY
729 Example St,Houston,TX,77000,110000,4,2.0,1776,0.2634297520661157,MULTI_FAMILY
730 Example St,Houston,TX,77000,103000,2,1.0,1208,0.14325068870523416,SINGLE_FAMILY
731 Example St,Houston,TX,77000,236500,2,2.0,1616,0.12371441689623508,TOWNHOUSE
732 Example St,Houston,TX,77000,187500,3,2.0,1146,0.22015610651974288,SINGLE_FAMILY
733 Example St,Houston,TX,77000,222500,3,2.5,2031,0.2617998163452709,SINGLE_FAMILY
734 Example St,Houston,TX,77000,131400,3,1.0,1144,0.2295684113865932,SINGLE_FAMILY
735 Example St,Houston,TX,77000,108000,3,1.0,948,0.20610651974288338,SINGLE_FAMILY
736 Example St,Houston,TX,77000,163000,2,1.5,1768,0.24793388429752067,SINGLE_FAMILY
737 Example St,Houston,TX,77000,93500,2,2.0,1040,0.19614325068870522,MULTI_FAMILY
738 Example St,Houston,TX,77000,239900,3,2.5,1801,0.24019742883379247,SINGLE_FAMILY
739 Example St,Houston,TX,77000,179000,3,3.0,1200,0.24793388429752067,MULTI_FAMILY
740 Example St,Houston,TX,77000,190000,3,2.5,1728,0.21379706152433425,SINGLE_FAMILY
741 Example St,Houston,TX,77000,132000,2,2.0,1432,0.22038567493112948,SINGLE_FAMILY
742 Example St,Houston,TX,77000,142000,3,1.0,912,0.15537190082644628,SINGLE_FAMILY
743 Example St,Houston,TX,77000,179000,3,2.0,1349,0.19398530762167127,SINGLE_FAMILY
744 Example St,Houston,TX,77000,175000,3,2.0,1464,0.295821854912764,SINGLE_FAMILY
745 Example St,Houston,TX,77000,180000,2,2.0,1337,0.12385215794306703,TOWNHOUSE
746 Example St,Houston,TX,77000,299800,4,3.5,2715,0.2057621671258035,SINGLE_FAMILY
747 Example St,Houston,TX,77000,236000,4,2.5,2256,0.20190541781450871,SINGLE_FAMILY
748 Example St,Houston,TX,77000,265979,4,1.5,2640,0.26859504132231404,SINGLE_FAMILY
749 Example St,Houston,TX,77000,260400,3,2.0,1720,0.2431818181818182,SINGLE_FAMILY
750 Example St,Houston,TX,77000,98000,4,2.0,1529,0.1929522497704316,SINGLE_FAMILY
751 Example St,Houston,TX,77000,96500,3,1.0,1140,0.20202020202020202,SINGLE_FAMILY
752 Example St,Houston,TX,77000,162000,3,2.5,1320,0.17791551882460974,SINGLE_FAMILY
753 Example St,Houston,TX,77000,217000,3,2.0,1494,0.21202938475665747,SINGLE_FAMILY
754 Example St,Houston,TX,77000,275500,3,2.5,2098,0.23507805325987144,SINGLE_FAMILY
755 Example St,Houston,TX,77000,156000,3,1.0,1026,0.1820477502295684,SINGLE_FAMILY
756 Example St,Houston,TX,77000,172500,3,2.5,1471,0.07415059687786961,TOWNHOUSE
757 Example St,Houston,TX,77000,212000,3,2.5,1768,0.24722222222222223,SINGLE_FAMILY
758 Example St,Houston,TX,77000,158900,3,2.5,1386,0.26666666666666666,SINGLE_FAMILY
759 Example St,Houston,TX,77000,179400,3,2.5,1501,0.05234159779614325,TOWNHOUSE
760 Example St,Houston,TX,77000,290000,4,2.5,2531,0.28138200183654727,SINGLE_FAMILY
761 Example St,Houston,TX,77000,127500,2,1.0,864,0.20890725436179983,SINGLE_FAMILY
762 Example St,Houston,TX,77000,100000,2,1.0,1301,0.15865472910927456,SINGLE_FAMILY
763 Example St,Houston,TX,77000,215200,3,2.5,1547,0.19834710743801653,SINGLE_FAMILY
764 Example St,Houston,TX,77000,337000,3,2.5,2365,0.2164830119375574,SINGLE_FAMILY
765 Example St,Houston,TX,77000,270000,2,1.5,1494,0.21921487603305786,TOWNHOUSE
766 Example St,Houston,TX,77000,264132,2,2.0,1506,0.3348714416896235,SINGLE_FAMILY
767 Example St,Houston,TX,77000,196500,3,2.5,1714,0.23923324150596878,SINGLE_FAMILY
768 Example St,Houston,TX,77000,160000,4,2.0,1750,0.2871441689623508,SINGLE_FAMILY
769 Example St,Houston,TX,77000,216837,3,2.0,1836,0.20890725436179983,SINGLE_FAMILY
770 Example St,Houston,TX,77000,538000,4,3.5,3279,1.2282828282828282,SINGLE_FAMILY
771 Example St,Houston,TX,77000,134900,2,1.0,858,0.16648301193755738,SINGLE_FAMILY
772 Example St,Houston,TX,77000,102000,2,1.0,1220,0.2037878787878788,SINGLE_FAMILY
773 Example St,Houston,TX,77000,107000,3,1.0,1117,0.17949954086317724,SINGLE_FAMILY
774 Example St,Houston,TX,77000,114500,2,1.0,912,0.2330119375573921,SINGLE_FAMILY
775 Example St,Houston,TX,77000,395000,3,2.0,1973,0.3265840220385675,SINGLE_FAMILY
776 Example St,Houston,TX,77000,162000,2,2.0,1204,0.10330578512396695,TOWNHOUSE
777 Example St,Houston,TX,77000,221500,3,2.0,1614,0.25734618916437096,SINGLE_FAMILY
778 Example St,Houston,TX,77000,142500,3,1.0,894,0.30647382920110194,SINGLE_FAMILY
779 Example St,Houston,TX,77000,144000,4,2.0,2020,0.1928374655647383,MULTI_FAMILY
780 Example St,Houston,TX,77000,135000,2,1.0,1004,0.24173553719008264,MULTI_FAMILY
781 Example St,Houston,TX,77000,176000,3,2.0,1253,0.18078512396694216,SINGLE_FAMILY
782 Example St,Houston,TX,77000,175900,3,2.5,1603,0.16421028466483012,SINGLE_FAMILY
783 Example St,Houston,TX,77000,187100,3,2.0,1430,0.37385215794306703,SINGLE_FAMILY
784 Example St,Houston,TX,77000,165500,1,1.0,1110,0.20893021120293848,SINGLE_FAMILY
785 Example St,Houston,TX,77000,128000,3,2.0,1484,0.1446280991735537,SINGLE_FAMILY
786 Example St,Houston,TX,77000,161500,3,2.0,1342,0.22474747474747475,SINGLE_FAMILY
787 Example St,Houston,TX,77000,139000,4,2.0,1652,0.24793388429752067,SINGLE_FAMILY
788 Example St,Houston,TX,77000,233000,4,2.5,2084,0.23282828282828283,SINGLE_FAMILY
789 Example St,Houston,TX,77000,107900,2,1.0,901,0.13774104683195593,SINGLE_FAMILY
790 Example St,Houston,TX,77000,187500,5,2.5,2087,0.280188246097337,SINGLE_FAMILY
791 Example St,Houston,TX,77000,160200,2,2.0,1145,0.07304866850321395,TOWNHOUSE
792 Example St,Houston,TX,77000,146800,3,1.0,1062,0.2601698806244261,SINGLE_FAMILY
793 Example St,Houston,TX,77000,269790,3,2.5,2013,0.22773186409550045,SINGLE_FAMILY
794 Example St,Houston,TX,77000,225000,3,2.0,1496,0.21023875114784205,SINGLE_FAMILY
795 Example St,Houston,TX,77000,194500,3,2.5,1895,0.24866850321395775,SINGLE_FAMILY
796 Example St,Houston,TX,77000,171000,3,2.5,1564,0.1928374655647383,SINGLE_FAMILY
797 Example St,Houston,TX,77000,143500,3,1.5,1285,0.18817722681359045,SINGLE_FAMILY
798 Example St,Houston,TX,77000,110000,2,1.0,773,0.1762396694214876,SINGLE_FAMILY
799 Example St,Houston,TX,77000,485000,4,3.5,3140,0.3103305785123967,SINGLE_FAMILY
800 Example St,Houston,TX,77000,175000,3,1.5,1768,0.1652892561983471,SINGLE_FAMILY
801 Example St,Houston,TX,77000,200000,4,2.5,1688,0.293801652892562,SINGLE_FAMILY
802 Example St,Houston,TX,77000,109900,2,1.0,1196,0.11019283746556474,SINGLE_FAMILY
803 Example St,Houston,TX,77000,189000,3,2.5,1456,0.18822314049586777,SINGLE_FAMILY
804 Example St,Houston,TX,77000,582933,4,3.5,2822,0.3188934802571166,SINGLE_FAMILY
805 Example St,Houston,TX,77000,118000,2,1.0,1128,0.2066115702479339,SINGLE_FAMILY
806 Example St,Houston,TX,77000,227680,3,2.0,1428,0.2817722681359045,SINGLE_FAMILY
807 Example St,Houston,TX,77000,135500,3,2.0,980,0.2238292011019284,SINGLE_FAMILY
808 Example St,Houston,TX,77000,223500,3,1.5,1576,0.4909090909090909,SINGLE_FAMILY
809 Example St,Houston,TX,77000,159950,3,1.0,1086,0.3076216712580349,SINGLE_FAMILY
810 Example St,Houston,TX,77000,106000,2,2.0,2138,0.1859504132231405,SINGLE_FAMILY
811 Example St,Houston,TX,77000,181000,3,1.5,1309,0.2327823691460055,SINGLE_FAMILY
812 Example St,Houston,TX,77000,144500,1,1.0,848,0.10188246097337006,TOWNHOUSE
813 Example St,Houston,TX,77000,55993,2,1.0,1044,0.2,SINGLE_FAMILY
814 Example St,Houston,TX,77000,157900,4,1.5,1442,0.2238292011019284,SINGLE_FAMILY
815 Example St,Houston,TX,77000,116000,3,1.5,1250,0.18934802571166207,SINGLE_FAMILY
816 Example St,Houston,TX,77000,224900,3,2.0,1661,0.2786271808999082,SINGLE_FAMILY
817 Example St,Houston,TX,77000,137000,2,1.0,1008,0.2622819100091827,SINGLE_FAMILY
818 Example St,Houston,TX,77000,271000,3,2.0,1689,0.3045224977043159,SINGLE_FAMILY
819 Example St,Houston,TX,77000,155000,3,1.0,1052,0.20238751147842057,SINGLE_FAMILY
820 Example St,Houston,TX,77000,224000,2,2.0,1358,0.14625803489439854,TOWNHOUSE
821 Example St,Houston,TX,77000,183000,3,2.5,1640,0.16588613406795225,SINGLE_FAMILY
822 Example St,Houston,TX,77000,93000,2,1.0,936,0.13774104683195593,MULTI_FAMILY
